OrgNr,PeOrgNr,Företagsnamn,Firma,Juridisk form,Privat/Publikt,Registreringsdatum,Startdatum,Slutdatum,Bolagsstatus,Företagsstatus,Bransch_1,"Bransch_1, kod",Säteskommun,Säteslän,ARegion,PostAdress,PostNr,PostOrt,E-post,Telefon,Fskattstatus,Momsstatus,Arbetsgivarstatus,Storleksklass SME,Utskick,Reklam
8503280169,198503280169,"Bruylandt, Ulrika",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,71121,Eskilstuna,Södermanland,Eskilstuna,GILLBERGAVÄGEN 120,632 36,ESKILSTUNA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8504158216,198504158216,"Bergvall, Oscar",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Östersund,Jämtland,Östersund,LINVÄGEN 23,831 75,ÖSTERSUND,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8505186943,198505186943,"Örjansdotter Orr, Sophie",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Primärvårdsmottagningar med läkare m.m.,86211,Malmö,Skåne,Malmö/Lund/Trelleborg,STORA TRÄDGÅRDSGATAN 9  LGH 1101,211 28,MALMÖ,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8506234957,198506234957,"Möller, Anders",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Lerum,Västra Götaland,Göteborg,CARLSBERGSVÄGEN 11,429 42,SÄRÖ,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8507203837,198507203837,"Dbiri, Rachid",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Lokalvård,81210,Malmö,Skåne,Malmö/Lund/Trelleborg,KOLLEGIEGATAN 6 D LGH 1002,214 54,MALMÖ,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8510025680,198510025680,"Nasir, Saddiqa",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Datakonsultverksamhet,62201,Malmö,Skåne,Malmö/Lund/Trelleborg,KLÅGERUPSVÄGEN 367,212 36,MALMÖ,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8510242632,198510242632,"Chalon, Vincent",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Okänd,00000,Örnsköldsvik,Västernorrland,Örnsköldsvik,LÅNGVIKEN 104,897 92,TREHÖRNINGSJÖ,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8601208393,198601208393,"Slezak, Sebastian Bogumil",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Tillhandahållande av konsumenttjänster i hemmet,96910,Ludvika,Dalarna,Ludvika,KVARNHEDSVÄGEN 29,770 14,NYHAMMAR,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som vanlig arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8601245924,198601245924,"Wetterström, Johanna",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Diverse övriga konsumenttjänster,96990,Skövde,Västra Götaland,Skövde,KAPELLGÅRDSGATAN 4 E LGH 1001,549 66,SKÖVDE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8601290045,198601290045,"Götesjö, Magdalena",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Odling av spannmål (utom ris), baljväxter och oljeväxter",01110,Lidköping,Västra Götaland,Lidköping/Skara,LAVAD BOTORP ÄNGEN 1,530 30,TUN,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8601307575,198601307575,"Alasmi, Zedoun",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Styckning av kött,10112,Halmstad,Halland,Halmstad,STÅLGATAN 36  LGH 1002,302 20,HALMSTAD,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8605297210,198605297210,"Grgic, Tomislav",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Scenkonst,90200,Mölndal,Västra Götaland,Göteborg,DALBOGATAN 3 B LGH 1102,431 38,MÖLNDAL,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8606061060,198606061060,"Gustafsson, Monika",MG Coaching,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Psykologi- och psykoterapiverksamhet, utom läkare",86930,Linköping,Östergötland,Linköping,RYDSVÄGEN 318 B LGH 1001,584 39,LINKÖPING,monikagustafsson86@gmail.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8606175266,198606175266,"Pontes Da Silva, Luciana",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Bildkonst,90120,Skövde,Västra Götaland,Skövde,LILLEGÅRDSVÄGEN 23  LGH 1401,549 42,SKÖVDE,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8607166363,198607166363,"Ringsby, Jenny",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skötsel och underhåll av grönytor,81300,Arvika,Värmland,Arvika,BJURBÄCKEN BRÅTEN 1,671 96,MANGSKOG,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8609045656,198609045656,"Persson, Johan",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Litterärt skapande och musikkomposition,90110,Borås,Västra Götaland,Borås,SVEDJEGATAN 35  LGH 1102,504 45,BORÅS,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8609284800,198609284800,"Thomte Andell, Andrea",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Scenkonst,90200,Göteborg,Västra Götaland,Göteborg,RÅSTENSGATAN 16,416 53,GÖTEBORG,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8610305958,198610305958,"Lundberg, Anders",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Uppfödning av andra nötkreatur och bufflar,01420,Skara,Västra Götaland,Lidköping/Skara,EGGBY SANDTORP 1,532 92,AXVALL,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8611110035,198611110035,"Lundström, Markus",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Haninge,Stockholm,Stockholm/Södertälje,ALFABETSVÄGEN 71,136 69,VENDELSÖ,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8611196414,198611196414,"Tahiri, Elvahar",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,71121,Västerås,Västmanland,Västerås,BANGATAN 17  LGH 1201,722 28,VÄSTERÅS,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8612262611,198612262611,"Dahman, Mahmoud Mohammad Said",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Partihandel med metallavfall och metallskrot,46872,Gävle,Gävleborg,Gävle/Sandviken,SÖDRA FISKARGATAN 16  LGH 1203,802 80,GÄVLE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8703110596,198703110596,"Sandberg, Kristoffer",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Allmän service och reparation av motorfordon utom motorcyklar,95311,Haninge,Stockholm,Stockholm/Södertälje,BERGVÄGEN 5,148 95,MUSKÖ,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8704226995,198704226995,"Lindberg, Oskar",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Provisionshandel med bränsle, malm, metaller och industrikemikalier",46120,Stockholm,Stockholm,Stockholm/Södertälje,LINGVÄGEN 184  LGH 1602,123 61,FARSTA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8705157553,198705157553,"Holmquist, Victor",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Sundsvall,Västernorrland,Sundsvall,KONVOJVÄGEN 19,865 33,ALNÖ,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8705190182,198705190182,"Lalli, Victoria",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Övrig specialiserad detaljhandel,47789,Strängnäs,Södermanland,Eskilstuna,JAKOB ULFSSONS VÄG 8 B LGH 1304,647 32,MARIEFRED,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8706165076,198706165076,"Eskilsson, Tobias",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Detaljhandel med datorer, programvara, data- och tv-spel",47401,Ale,Västra Götaland,Göteborg,KUNGSVÄGEN 20,446 91,ALVHEM,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8707040740,198707040740,"Bozoki, Eva",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel med kontorsförbrukningsvaror,47622,Mullsjö,Jönköping,Jönköping,BJÖRKÄNGSVÄGEN 20,565 32,MULLSJÖ,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8709047552,198709047552,"Barresäter Stenberg, Tobias",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Mark- och grundarbeten,43120,Falköping,Västra Götaland,Falköping,VILSKE-KLEVA HÄSSLET 1,521 94,FALKÖPING,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8709048253,198709048253,"Belasco De Almeida, Marcos Paulo",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Dataprogrammering,62100,Sundbyberg,Stockholm,Stockholm/Södertälje,HALLONBERGSVÄGEN 2 C LGH 1401,174 53,SUNDBYBERG,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8709176310,198709176310,"van Erp, Remicius Lambertus Willibro",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Uppfödning av andra nötkreatur och bufflar,01420,Sunne,Värmland,Karlstad,SÖDRA ÅS 39  HAGA,686 96,ÖSTRA ÄMTERVIK,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8709254653,198709254653,"Svensson, Filip",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Andra bygginstallationer,43240,Tingsryd,Kronoberg,Växjö,INLOCKAHULT 15,362 96,RYD,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8710248512,198710248512,"Nilsson, Lars",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Stödverksamhet avseende växtodling,01610,Nordmaling,Västerbotten,Umeå,RANNINGEN 23,914 95,GRÄSMYR,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8712094047,198712094047,"Fråstad, Emelie",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Tillverkning av kakao, choklad- och sockerkonfektyrer",10820,Vänersborg,Västra Götaland,Trollhättan/Vänersborg,SIVIKEN 900,462 91,VÄNERSBORG,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8802298524,198802298524,"Höglander, Jeanette",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Nordmaling,Västerbotten,Umeå,SUNNANSJÖ 58,914 91,NORDMALING,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8804131475,198804131475,"Grindberg, Oskar",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Enköping,Uppsala,Enköping,TORSTUNA-TIBBLE 17  ÄNGVALLEN,749 72,FJÄRDHUNDRA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8804247172,198804247172,"Olsson, Kristoffer",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Gotland,Gotland,Visby,HEJNUM MALLGÅRDS 170,624 38,TINGSTÄDE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8805061911,198805061911,"Kringstad, Olof",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Falun,Dalarna,Borlänge/Falun,LARSARVET 54,790 20,GRYCKSBO,,,Har aldrig varit registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8805179044,198805179044,"Muhialdin, Hibbe",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Byggande av bostadshus och andra byggnader,41000,Åstorp,Skåne,Helsingborg/Landskrona,ÄNGGATAN 19,265 35,ÅSTORP,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8805228221,198805228221,"Lindgren, Renée",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Östersund,Jämtland,Östersund,LINVÄGEN 23,831 75,ÖSTERSUND,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8805272955,198805272955,"Kasselstrand, Linus",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skogsförvaltning,02101,Västervik,Kalmar,Västervik,KASINGE STORA LYCKTORP,594 73,ÖVERUM,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8806101088,198806101088,"Suvorova, Ksenija",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Sport- och fritidsutbildning,85510,Ulricehamn,Västra Götaland,Borås,JÄGAREGATAN 16 B LGH 1101,523 49,ULRICEHAMN,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8807140036,198807140036,"Kulmala, Sebastian",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Flyttjänster,49420,Strängnäs,Södermanland,Eskilstuna,MARIELUNDSVÄGEN 9,647 35,MARIEFRED,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8807236453,198807236453,"Hoang, Hoa Tri",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Datainfrastruktur, databehandling, hosting o.d.",63100,Gnosjö,Jönköping,Värnamo,SÖDRA VÄGEN 17,335 32,GNOSJÖ,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8807314185,198807314185,"De Vries, Minke",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Mjölkproduktion och uppfödning av nötkreatur av mjölkras,01410,Kristianstad,Skåne,Kristianstad,FORSALIDSVÄGEN 5,297 32,DEGEBERGA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8808208303,198808208303,"Pereira da Silva Vieira, Nayara",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Reklambyråverksamhet,73111,Oskarshamn,Kalmar,Oskarshamn,ISHULT STJÄRNEVIK 1,572 97,KRISTDALA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8808251568,198808251568,"Liya, Joyita Pankaj",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Övrig musik-, dans- och kulturell utbildning",85522,Solna,Stockholm,Stockholm/Södertälje,JUNGFRUDANSEN 7  LGH 1005,171 50,SOLNA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8811271645,198811271645,"Rodriguez Rosales, Patricia",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Detaljhandel via internet eller postorder med brett sortiment,47123,Eskilstuna,Södermanland,Eskilstuna,SLÄGGVÄGEN 2,633 69,SKOGSTORP,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8812243262,198812243262,"Nyberg, Emelie",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler",68203,Gotland,Gotland,Visby,HÖRSNE STORA MÖRBY 210,622 58,ROMAKLOSTER,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8902256927,198902256927,"Lind, Essa",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Detaljhandel med blommor och andra växter, frön och gödselmedel",47761,Örebro,Örebro,Örebro,KLOCKARÄNGSVÄGEN 10  LGH 1102,703 75,ÖREBRO,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8903122953,198903122953,"Jonsson, Christoffer",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Övrig förvaltning av egna eller arrenderade fastigheter,68209,Falköping,Västra Götaland,Falköping,BOTVIDSGATAN 4 A LGH 1001,521 47,FALKÖPING,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8903163619,198903163619,"Johansson, Martin",MÄTAB,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Östra Göinge,Skåne,Kristianstad,BÖDKAREGATAN 39,289 40,BROBY,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8903221995,198903221995,"Hallberg, Robin",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Vattenbyggnad,42910,Motala,Östergötland,Mjölby/Motala,KLOCKAREVÄGEN 21,591 50,MOTALA,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8903233214,198903233214,"Samuelsson, Alexander",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Byggande av bostadshus och andra byggnader,41000,Gotland,Gotland,Visby,TRÄKUMLA INGVARDS 209 B,621 94,VISBY,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8903280298,198903280298,"Mårtensson, Tomas",,Fysiska personer,Ej aktiebolag,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Norrtälje,Stockholm,Norrtälje,ARHOLMAGATAN 12 B LGH 1004,761 61,NORRTÄLJE,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som privatarbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8904113738,198904113738,"Barre, Axel",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Flyttjänster,49420,Göteborg,Västra Götaland,Göteborg,BACKADALEN 21  LGH 1002,422 62,HISINGS BACKA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8905200187,198905200187,"Landin, Sofie",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Redovisning och bokföring; skatterådgivning,69201,Nynäshamn,Stockholm,Stockholm/Södertälje,FORNMINNESVÄGEN 7,148 60,STORA VIKA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8907042082,198907042082,"de Jong, Sharon",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Psykologi- och psykoterapiverksamhet, utom läkare",86930,Älmhult,Kronoberg,Växjö,GARANSHULT ÅNÄS 1,343 72,ENERYDA,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8907170602,198907170602,"Alemi, Negin Tina",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Skönhetsvård och andra skönhetsbehandlingar,96220,Göteborg,Västra Götaland,Göteborg,MÖLNDALSVÄGEN 87 D LGH 1102,412 84,GÖTEBORG,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8908295069,198908295069,"Uvhage, Ellinor",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Detaljhandel med blommor och andra växter, frön och gödselmedel",47761,Ale,Västra Götaland,Göteborg,JORDKÄLLEVÄGEN 24,449 35,NÖDINGE,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8909081930,198909081930,"Pettersson, Jacob",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,"Odling av spannmål (utom ris), baljväxter och oljeväxter",01110,Linköping,Östergötland,Linköping,UNNERSTAD ÖSTERGÅRD 1,583 60,GAMMALKIL,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
8909113667,198909113667,"Jakobsons, Ludmila",,Fysiska personer,Ej aktiebolag,2026-04-07,2026-04-07,,Normalläge,Är verksam,Fastighetsrelaterad stödverksamhet,81100,Hässleholm,Skåne,Hässleholm,NORRÄNGSGATAN 6,282 62,BJÄRNUM,,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
